event_time,cumulative_possession_away,cumulative_possession_home,avg_pass_length_home,avg_pass_duration_home,cumulative_num_passes_home,avg_pass_length_away,avg_pass_duration_away,cumulative_num_passes_away,cumulative_shots_attempted_home,cumulative_shots_attempted_away,location_x_home,location_y_home,location_x_away,location_y_away,time_to_home_goal,time_to_away_goal
2751,42.202808999999995,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,26.9,29.0,,2815.0
2752,42.202808999999995,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,26.9,29.0,,2814.0
2753,42.202808999999995,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,26.9,29.0,,2813.0
2754,42.202808999999995,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,26.9,29.0,,2812.0
2755,42.202808999999995,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.857349850000002,1.7558939000000002,10.0,0.0,0.0,54.9,42.9,26.9,29.0,,2811.0
2756,44.67988499999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,21.131385863636368,1.8214559090909093,11.0,0.0,0.0,54.9,42.9,44.5,30.2,,2810.0
2757,44.67988499999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,21.131385863636368,1.8214559090909093,11.0,0.0,0.0,54.9,42.9,44.5,30.2,,2809.0
2758,44.67988499999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,21.131385863636368,1.8214559090909093,11.0,0.0,0.0,54.9,42.9,44.5,30.2,,2808.0
2759,47.37355099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.48480029166667,1.8941400833333335,12.0,0.0,0.0,54.9,42.9,85.8,45.0,,2807.0
2760,47.37355099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.48480029166667,1.8941400833333335,12.0,0.0,0.0,54.9,42.9,85.8,45.0,,2806.0
2761,47.86271399999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.41328876923077,1.7860649230769234,13.0,0.0,0.0,54.9,42.9,22.4,29.0,,2805.0
2762,48.55452899999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.41328876923077,1.7860649230769234,13.0,0.0,0.0,54.9,42.9,24.8,35.1,,2804.0
2763,52.36206099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.869925285714288,1.930455428571429,14.0,0.0,0.0,54.9,42.9,23.8,34.6,,2803.0
